Floor,Location index,AVE (dBm),MED (dBm),Center Freq(MHz),Counts (/100),AP_name
3,av,-66.66666667,-66,2437,63,AP-C3-1F-02
3,av,-73.5,-73.5,2437,56,AP-C3-2F-01
3,av,-63.15053763,-63,2437,93,AP-C3-2F-02
3,av,-57.64516129,-57,2437,93,AP-C3-2F-03
3,av,-62.56,-62,2437,100,AP-C3-3F-01
3,av,-54.78,-54,2437,100,AP-C3-3F-02
3,av,-46.41,-47,2437,100,AP-C3-3F-03
3,av,-74.55555556,-75,2437,72,AP-C3-4F-01
3,av,-59.28,-59,2437,100,AP-C3-4F-02
3,av,-79.33333333,-80,2437,21,AP-C3-5F-02
3,av,-89,-89,5180,2,AP-C3-2F-01
3,av,-84.39655172,-85,5180,58,AP-C3-2F-02
3,av,-74,-74,5180,77,AP-C3-2F-03
3,av,-69.52,-70,5180,100,AP-C3-3F-01
3,av,-70.94623656,-69,5180,93,AP-C3-3F-02
3,av,-61.14,-61,5180,100,AP-C3-3F-03
3,av,-73.17,-73,5180,100,AP-C3-4F-02
3,aw,-87,-87,2437,7,AP-C2-3F-02
3,aw,-85.5,-85.5,2437,14,AP-C3-1F-01
3,aw,-78,-78,2437,14,AP-C3-1F-02
3,aw,-77.375,-77.5,2437,56,AP-C3-2F-01
3,aw,-73,-73,2437,100,AP-C3-2F-02
3,aw,-61.05,-60,2437,100,AP-C3-2F-03
3,aw,-60.64285714,-60,2437,98,AP-C3-3F-01
3,aw,-48.96,-49,2437,100,AP-C3-3F-02
3,aw,-41.86,-42,2437,100,AP-C3-3F-03
3,aw,-77.43243243,-77,2437,37,AP-C3-4F-01
3,aw,-52.86,-53,2437,100,AP-C3-4F-02
3,aw,-88.33333333,-88,2437,21,AP-C3-5F-01
3,aw,-82.5,-82.5,2437,28,AP-C3-5F-02
3,aw,-89.66666667,-90,5180,21,AP-C2-3F-02
3,aw,-90.42857143,-90,5180,49,AP-C3-1F-02
3,aw,-89.79310345,-90,5180,58,AP-C3-2F-01
3,aw,-81.53488372,-81,5180,86,AP-C3-2F-02
3,aw,-88.51724138,-89,5180,58,AP-C3-2F-03
3,aw,-72.05813953,-71,5180,86,AP-C3-3F-01
3,aw,-64.86,-65,5180,100,AP-C3-3F-02
3,aw,-62.09,-62,5180,100,AP-C3-3F-03
3,aw,-75.02325581,-75,5180,86,AP-C3-4F-02
3,ax,-83,-83,2437,14,AP-C3-1F-01
3,ax,-72.49230769,-72,2437,65,AP-C3-1F-02
3,ax,-77.34722222,-78,2437,72,AP-C3-2F-01
3,ax,-66.38,-67,2437,100,AP-C3-2F-02
3,ax,-68.52777778,-68,2437,72,AP-C3-2F-03
3,ax,-64.88,-65,2437,100,AP-C3-3F-01
3,ax,-38.79,-38,2437,100,AP-C3-3F-02
3,ax,-47.51,-47,2437,100,AP-C3-3F-03
3,ax,-75.05172414,-75,2437,58,AP-C3-4F-01
3,ax,-62.38,-62,2437,100,AP-C3-4F-02
3,ax,-89,-89,2437,28,AP-C3-5F-01
3,ax,-82.6,-82,2437,35,AP-C3-5F-02
3,ax,-89.58823529,-89,5180,51,AP-C3-1F-02
3,ax,-81.05555556,-81,5180,72,AP-C3-2F-02
3,ax,-90,-90,5180,42,AP-C3-2F-03
3,ax,-72.06451613,-71,5180,93,AP-C3-3F-01
3,ax,-65.1,-66,5180,100,AP-C3-3F-02
3,ax,-65.42,-65,5180,100,AP-C3-3F-03
3,ax,-90.47826087,-90,5180,23,AP-C3-4F-01
3,ax,-77.77906977,-78,5180,86,AP-C3-4F-02
3,ay,-85.22222222,-85,2437,9,AP-C2-3F-03
3,ay,-85.5,-85.5,2437,14,AP-C3-1F-01
3,ay,-69.77586207,-71,2437,58,AP-C3-1F-02
3,ay,-75.12790698,-75,2437,86,AP-C3-2F-01
3,ay,-53.35,-53,2437,100,AP-C3-2F-02
3,ay,-69.13,-70,2437,100,AP-C3-2F-03
3,ay,-59.12,-59,2437,100,AP-C3-3F-01
3,ay,-39.84946237,-40,2437,93,AP-C3-3F-02
3,ay,-60.74,-61,2437,100,AP-C3-3F-03
3,ay,-76.56756757,-77,2437,37,AP-C3-4F-01
3,ay,-59.6,-60,2437,100,AP-C3-4F-02
3,ay,-87,-87,2437,35,AP-C3-5F-01
3,ay,-76,-76,2437,7,AP-C3-5F-02
3,ay,-90,-89,5180,37,AP-C3-1F-02
3,ay,-86.22222222,-86,5180,63,AP-C3-2F-01
3,ay,-77.83333333,-78,5180,72,AP-C3-2F-02
3,ay,-89,-89,5180,7,AP-C3-2F-03
3,ay,-69.33,-69,5180,100,AP-C3-3F-01
3,ay,-58.73,-59,5180,100,AP-C3-3F-02
3,ay,-73.37634409,-74,5180,93,AP-C3-3F-03
3,ay,-91.14285714,-91,5180,49,AP-C3-4F-01
3,ay,-78.6,-78.5,5180,70,AP-C3-4F-02
3,az,-88,-88,2437,7,AP-B2-3F-03
3,az,-87,-87,2437,7,AP-C3-1F-01
3,az,-77,-78,2437,21,AP-C3-1F-02
3,az,-67.11827957,-67,2437,93,AP-C3-2F-01
3,az,-55.3655914,-55,2437,93,AP-C3-2F-02
3,az,-75.91304348,-78,2437,23,AP-C3-2F-03
3,az,-54.54,-55,2437,100,AP-C3-3F-01
3,az,-43.40860215,-43,2437,93,AP-C3-3F-02
3,az,-58.72,-59,2437,100,AP-C3-3F-03
3,az,-63.83333333,-64,2437,84,AP-C3-4F-01
3,az,-68.5,-68.5,2437,98,AP-C3-4F-02
3,az,-77.69565217,-78,2437,23,AP-C3-5F-01
3,az,-80,-80,2437,14,AP-C3-5F-02
3,az,-87.41666667,-87,5180,72,AP-C3-2F-01
3,az,-70.97468354,-71,5180,79,AP-C3-2F-02
3,az,-93,-93,5180,7,AP-C3-2F-03
3,az,-70.82,-71,5180,100,AP-C3-3F-01
3,az,-49.86,-50,5180,100,AP-C3-3F-02
3,az,-77.88888889,-78,5180,63,AP-C3-3F-03
3,az,-89.66666667,-90,5180,30,AP-C3-4F-01
3,az,-82.86153846,-83,5180,65,AP-C3-4F-02
3,b,-79,-79,2437,2,AP-C-1F-01
3,b,-69.18987342,-67,2437,79,AP-C-2F-01
3,b,-83.875,-84,2437,56,AP-C-2F-02
3,b,-82,-82,2437,7,AP-C-3F-01
3,b,-41.69,-42,2437,100,AP-C-3F-02
3,b,-51.38,-51,2437,100,AP-C-3F-03
3,b,-62.07692308,-61,2437,91,AP-C-3F-04
3,b,-63.52688172,-62,2437,93,AP-C-4F-02
3,b,-73.29166667,-73,2437,72,AP-C-4F-03
3,b,-75.4,-75,2437,35,AP-C-4F-04
3,b,-88,-88,2437,7,AP-C-5F-02
3,b,-73.86206897,-73,2437,58,AP-C-5F-03
3,b,-74.28571429,-75,2437,49,AP-C1-3F-01
3,b,-93,-93,2437,7,AP-C2-3F-01
3,b,-85.94029851,-86,5180,67,AP-C-2F-01
3,b,-47.17,-47,5180,100,AP-C-3F-02
3,b,-67.47222222,-67,5180,72,AP-C-3F-03
3,b,-69.37837838,-69,5180,37,AP-C-3F-04
3,b,-80.1875,-80,5180,16,AP-C-4F-02
3,b,-86.84615385,-87,5180,65,AP-C-4F-03
3,b,-78,-78,5180,21,AP-C1-3F-01
3,ba,-82.22222222,-82,2437,9,AP-C2-3F-03
3,ba,-79.47826087,-79,2437,23,AP-C3-1F-01
3,ba,-74.61363636,-74,2437,44,AP-C3-1F-02
3,ba,-71.40506329,-72,2437,79,AP-C3-2F-01
3,ba,-56.64516129,-57,2437,93,AP-C3-2F-02
3,ba,-81.33333333,-82,2437,21,AP-C3-2F-03
3,ba,-50.14,-50,2437,100,AP-C3-3F-01
3,ba,-53.24,-52,2437,100,AP-C3-3F-02
3,ba,-63.72,-63,2437,100,AP-C3-3F-03
3,ba,-60.93,-61,2437,100,AP-C3-4F-01
3,ba,-71.59,-71,2437,100,AP-C3-4F-02
3,ba,-79,-79,2437,49,AP-C3-5F-01
3,ba,-82.8,-83,2437,35,AP-C3-5F-02
3,ba,-81.31034483,-81,5180,58,AP-C3-2F-01
3,ba,-71.20430108,-71,5180,93,AP-C3-2F-02
3,ba,-64.89,-65,5180,100,AP-C3-3F-01
3,ba,-61.48,-61,5180,100,AP-C3-3F-02
3,ba,-79.375,-80,5180,56,AP-C3-3F-03
3,ba,-83.90769231,-83,5180,65,AP-C3-4F-01
3,ba,-89.33333333,-89,5180,63,AP-C3-4F-02
3,bb,-86,-86,2437,6,AP-B2-3F-03
3,bb,-87.75,-89,2437,12,AP-C2-3F-03
3,bb,-76.41666667,-76,2437,12,AP-C3-1F-01
3,bb,-80.57692308,-80,2437,26,AP-C3-1F-02
3,bb,-57.92,-58,2437,100,AP-C3-2F-01
3,bb,-60.52688172,-60,2437,93,AP-C3-2F-02
3,bb,-86,-86,2437,7,AP-C3-2F-03
3,bb,-46.6,-48,2437,100,AP-C3-3F-01
3,bb,-55.49,-55,2437,100,AP-C3-3F-02
3,bb,-67.99,-67,2437,100,AP-C3-3F-03
3,bb,-69.60215054,-70,2437,93,AP-C3-4F-01
3,bb,-69.77777778,-71,2437,81,AP-C3-4F-02
3,bb,-89,-89,2437,7,AP-C3-5F-01
3,bb,-87.5,-87.5,2437,10,AP-C3-5F-02
3,bb,-78.06818182,-78,5180,88,AP-C3-2F-01
3,bb,-78.68918919,-79,5180,74,AP-C3-2F-02
3,bb,-67.74,-68,5180,100,AP-C3-3F-01
3,bb,-66.66,-66,5180,100,AP-C3-3F-02
3,bb,-75.62025316,-76,5180,79,AP-C3-3F-03
3,bb,-75.25609756,-75,5180,82,AP-C3-4F-01
3,bb,-90.53846154,-90,5180,26,AP-C3-4F-02
3,bc,-77,-77,2437,35,AP-C3-1F-01
3,bc,-81,-81,2437,14,AP-C3-1F-02
3,bc,-59.88,-60,2437,100,AP-C3-2F-01
3,bc,-70.1372549,-70,2437,51,AP-C3-2F-02
3,bc,-85,-85,2437,7,AP-C3-2F-03
3,bc,-43.35,-43,2437,100,AP-C3-3F-01
3,bc,-59,-59,2437,93,AP-C3-3F-02
3,bc,-66.98,-66,2437,100,AP-C3-3F-03
3,bc,-72.32258065,-72,2437,93,AP-C3-4F-01
3,bc,-73.79746835,-74,2437,79,AP-C3-4F-02
3,bc,-64,-64,2437,84,AP-C3-5F-01
3,bc,-79.70689655,-80,5180,58,AP-C3-2F-01
3,bc,-81.40860215,-81,5180,93,AP-C3-2F-02
3,bc,-64.93,-65,5180,100,AP-C3-3F-01
3,bc,-66.05,-66,5180,100,AP-C3-3F-02
3,bc,-79.24418605,-79,5180,86,AP-C3-3F-03
3,bc,-79,-79,5180,63,AP-C3-4F-01
3,bc,-89.03448276,-89,5180,58,AP-C3-4F-02
3,bd,-85.5,-85.5,2437,14,AP-B2-4F-03
3,bd,-78.47727273,-78,2437,44,AP-C3-1F-01
3,bd,-56.4,-56,2437,100,AP-C3-2F-01
3,bd,-73.73611111,-75,2437,72,AP-C3-2F-02
3,bd,-80.53333333,-81,2437,30,AP-C3-2F-03
3,bd,-42.51,-42,2437,100,AP-C3-3F-01
3,bd,-61.17,-61,2437,100,AP-C3-3F-02
3,bd,-63.96774194,-64,2437,93,AP-C3-3F-03
3,bd,-58.30107527,-58,2437,93,AP-C3-4F-01
3,bd,-73.23076923,-73,2437,91,AP-C3-4F-02
3,bd,-71.84482759,-71,2437,58,AP-C3-5F-01
3,bd,-78.23611111,-78,5180,72,AP-C3-2F-01
3,bd,-87.45098039,-87,5180,51,AP-C3-2F-02
3,bd,-57.28,-57,5180,100,AP-C3-3F-01
3,bd,-68.58,-68,5180,100,AP-C3-3F-02
3,bd,-82.23529412,-83,5180,51,AP-C3-3F-03
3,bd,-78.79,-79,5180,100,AP-C3-4F-01
3,bd,-90.66666667,-91,5180,21,AP-C3-4F-02
3,be,-83.5,-83.5,2437,14,AP-B2-3F-03
3,be,-85,-85,2437,7,AP-C2-3F-03
3,be,-60.59,-61,2437,100,AP-C3-2F-01
3,be,-75.80821918,-76,2437,73,AP-C3-2F-02
3,be,-40.31,-39,2437,100,AP-C3-3F-01
3,be,-62.82795699,-63,2437,93,AP-C3-3F-02
3,be,-69.08602151,-69,2437,93,AP-C3-3F-03
3,be,-52.72,-52,2437,100,AP-C3-4F-01
3,be,-74.34722222,-74,2437,72,AP-C3-4F-02
3,be,-71.46,-71,2437,100,AP-C3-5F-01
3,be,-92,-92,5180,3,AP-C2-3F-02
3,be,-91.09090909,-91,5180,55,AP-C3-1F-01
3,be,-69.77,-69,5180,100,AP-C3-2F-01
3,be,-90.10526316,-91,5180,38,AP-C3-2F-02
3,be,-58.7,-58,5180,100,AP-C3-3F-01
3,be,-73.27956989,-73,5180,93,AP-C3-3F-02
3,be,-76.5,-77,5180,72,AP-C3-3F-03
3,be,-80.27848101,-81,5180,79,AP-C3-4F-01
3,bf,-73.49019608,-73,2437,51,AP-C3-1F-01
3,bf,-56.32258065,-56,2437,93,AP-C3-2F-01
3,bf,-68.12903226,-68,2437,93,AP-C3-2F-02
3,bf,-51.2,-50,2437,100,AP-C3-3F-01
3,bf,-64.51612903,-65,2437,93,AP-C3-3F-02
3,bf,-65.3255814,-66,2437,86,AP-C3-3F-03
3,bf,-58.68,-58,2437,100,AP-C3-4F-01
3,bf,-77.55555556,-77,2437,63,AP-C3-4F-02
3,bf,-79.73913043,-79,2437,23,AP-C3-5F-01
3,bf,-87.5,-87.5,2437,14,AP-C3-5F-02
3,bf,-72.8,-73,5180,100,AP-C3-2F-01
3,bf,-92.5,-92.5,5180,14,AP-C3-2F-02
3,bf,-55.42,-55,5180,100,AP-C3-3F-01
3,bf,-68.01,-68,5180,100,AP-C3-3F-02
3,bf,-76.5,-76,5180,56,AP-C3-3F-03
3,bf,-74.69444444,-74,5180,72,AP-C3-4F-01
3,bf,-91.30434783,-92,5180,23,AP-C3-4F-02
3,bg,-83.5,-83.5,2437,28,AP-B2-3F-03
3,bg,-72.33333333,-73,2437,42,AP-C3-1F-01
3,bg,-52.26,-52,2437,100,AP-C3-2F-01
3,bg,-79.55555556,-80,2437,63,AP-C3-2F-02
3,bg,-80.75,-81,2437,28,AP-C3-2F-03
3,bg,-41.54,-41,2437,100,AP-C3-3F-01
3,bg,-60.87,-60,2437,100,AP-C3-3F-02
3,bg,-66.6627907,-66,2437,86,AP-C3-3F-03
3,bg,-60.21,-60,2437,100,AP-C3-4F-01
3,bg,-83.5,-83.5,2437,14,AP-C3-4F-02
3,bg,-79.93055556,-80,2437,72,AP-C3-5F-01
3,bg,-88,-88,2437,14,AP-C3-5F-02
3,bg,-75.57142857,-76,5180,98,AP-C3-2F-01
3,bg,-90.4,-91,5180,35,AP-C3-2F-02
3,bg,-61,-61,5180,100,AP-C3-3F-01
3,bg,-73.3,-73,5180,70,AP-C3-3F-02
3,bg,-81.70833333,-82,5180,72,AP-C3-3F-03
3,bg,-83.25,-84,5180,72,AP-C3-4F-01
3,c,-66.53846154,-67,2437,65,AP-C-2F-01
3,c,-79,-80,2437,21,AP-C-2F-02
3,c,-81.5,-81.5,2437,14,AP-C-3F-01
3,c,-49.47,-49,2437,100,AP-C-3F-02
3,c,-48.75,-48,2437,100,AP-C-3F-03
3,c,-64.63636364,-65,2437,77,AP-C-3F-04
3,c,-65.80555556,-66,2437,72,AP-C-4F-02
3,c,-68.96551724,-69,2437,58,AP-C-4F-03
3,c,-80.5,-80.5,2437,14,AP-C-4F-04
3,c,-77.1875,-77,2437,16,AP-C-5F-02
3,c,-76.04545455,-77,2437,44,AP-C-5F-03
3,c,-80.66666667,-80,2437,9,AP-C1-3F-01
3,c,-89,-89,2437,2,AP-C2-3F-01
3,c,-80.1744186,-80,5180,86,AP-C-2F-01
3,c,-53.9,-53,5180,100,AP-C-3F-02
3,c,-58.87777778,-58,5180,90,AP-C-3F-03
3,c,-72.03,-71,5180,100,AP-C-3F-04
3,c,-79.93055556,-80,5180,72,AP-C-4F-02
3,c,-85.5,-85,5180,72,AP-C-4F-03
3,c,-90.19607843,-90,5180,51,AP-C1-3F-01
3,d,-80,-80,2437,21,AP-C-1F-01
3,d,-56.02702703,-57,2437,37,AP-C-2F-01
3,d,-71.76666667,-71,2437,30,AP-C-2F-02
3,d,-85,-85,2437,14,AP-C-3F-01
3,d,-48.4,-48,2437,100,AP-C-3F-02
3,d,-53.64516129,-54,2437,93,AP-C-3F-03
3,d,-66.77,-67,2437,100,AP-C-3F-04
3,d,-69.3164557,-69,2437,79,AP-C-4F-02
3,d,-65.9,-66,2437,100,AP-C-4F-03
3,d,-78.5,-78.5,2437,28,AP-C-4F-04
3,d,-86,-86,2437,7,AP-C-5F-02
3,d,-77.28571429,-77,2437,49,AP-C-5F-03
3,d,-87.5,-87.5,2437,14,AP-C-5F-04
3,d,-83,-83,2437,7,AP-C1-3F-01
3,d,-74.05376344,-74,5180,93,AP-C-2F-01
3,d,-92,-92,5180,7,AP-C-2F-02
3,d,-68.63,-68,5180,100,AP-C-3F-02
3,d,-60.03,-60,5180,100,AP-C-3F-03
3,d,-79.06329114,-79,5180,79,AP-C-3F-04
3,d,-86,-86,5180,70,AP-C-4F-02
3,d,-86.04166667,-85,5180,72,AP-C-4F-03
3,e,-63.63,-63,2437,100,AP-C-2F-01
3,e,-76.42857143,-76,2437,49,AP-C-2F-02
3,e,-53.79,-54,2437,100,AP-C-3F-02
3,e,-49.46236559,-50,2437,93,AP-C-3F-03
3,e,-65.64,-66,2437,100,AP-C-3F-04
3,e,-65.33,-64,2437,100,AP-C-4F-02
3,e,-65.57142857,-66.5,2437,98,AP-C-4F-03
3,e,-74.58823529,-73,2437,51,AP-C-4F-04
3,e,-76.25,-76,2437,28,AP-C-5F-03
3,e,-82,-82,2437,7,AP-C-5F-04
3,e,-84.5,-84.5,2437,14,AP-C2-3F-01
3,e,-70,-70,5180,100,AP-C-2F-01
3,e,-66.32258065,-66,5180,93,AP-C-3F-02
3,e,-55.37,-56,5180,100,AP-C-3F-03
3,e,-71.79,-72,5180,100,AP-C-3F-04
3,e,-88.81081081,-88,5180,37,AP-C-4F-02
3,e,-85.18055556,-86,5180,72,AP-C-4F-03
3,f,-72,-72,2437,21,AP-C-1F-01
3,f,-62.34883721,-62,2437,86,AP-C-2F-01
3,f,-68.64615385,-69,2437,65,AP-C-2F-02
3,f,-78,-78,2437,14,AP-C-3F-01
3,f,-57.51162791,-57,2437,86,AP-C-3F-02
3,f,-40.69892473,-41,2437,93,AP-C-3F-03
3,f,-56.67741935,-56,2437,93,AP-C-3F-04
3,f,-66.88888889,-66,2437,63,AP-C-4F-02
3,f,-61.87209302,-62,2437,86,AP-C-4F-03
3,f,-69.62025316,-70,2437,79,AP-C-4F-04
3,f,-83,-83,2437,7,AP-C-5F-02
3,f,-83,-83,2437,7,AP-C-5F-03
3,f,-86.33333333,-86,5180,21,AP-C-2F-01
3,f,-87.23333333,-88,5180,30,AP-C-2F-02
3,f,-67.81818182,-68,5180,77,AP-C-3F-02
3,f,-50.23076923,-49,5180,91,AP-C-3F-03
3,f,-74.28571429,-75,5180,49,AP-C-3F-04
3,f,-92,-92,5180,14,AP-C-4F-02
3,f,-74.69620253,-75,5180,79,AP-C-4F-03
3,g,-77.2,-77,2437,35,AP-C-1F-01
3,g,-66.61538462,-66,2437,91,AP-C-2F-01
3,g,-73.93548387,-74,2437,93,AP-C-2F-02
3,g,-81.5,-81.5,2437,14,AP-C-3F-01
3,g,-64.78481013,-64,2437,79,AP-C-3F-02
3,g,-36.42,-37,2437,100,AP-C-3F-03
3,g,-56.05,-56,2437,100,AP-C-3F-04
3,g,-71.24615385,-71,2437,65,AP-C-4F-02
3,g,-57.71,-59,2437,100,AP-C-4F-03
3,g,-73.07526882,-73,2437,93,AP-C-4F-04
3,g,-89,-89,2437,7,AP-C-5F-02
3,g,-77,-79,2437,35,AP-C-5F-03
3,g,-86.33333333,-86.5,5180,42,AP-C-2F-01
3,g,-82.84615385,-83,5180,65,AP-C-2F-02
3,g,-71.38372093,-71,5180,86,AP-C-3F-02
3,g,-52.75268817,-52,5180,93,AP-C-3F-03
3,g,-69.64516129,-70,5180,93,AP-C-3F-04
3,g,-85.2,-86,5180,35,AP-C-4F-03
3,h,-62.37209302,-62,2437,86,AP-C-1F-01
3,h,-69.64705882,-70,2437,51,AP-C-2F-01
3,h,-61.35714286,-60.5,2437,98,AP-C-2F-02
3,h,-77,-77,2437,7,AP-C-3F-01
3,h,-67.57142857,-67,2437,49,AP-C-3F-02
3,h,-51.05,-51,2437,100,AP-C-3F-03
3,h,-54.59,-54,2437,100,AP-C-3F-04
3,h,-79.2,-79,2437,35,AP-C-4F-02
3,h,-65.37974684,-65,2437,79,AP-C-4F-03
3,h,-73.33,-74,2437,100,AP-C-4F-04
3,h,-80,-80,2437,7,AP-C-5F-03
3,h,-81,-81,2437,14,AP-C-5F-04
3,h,-89,-89,2437,7,AP-C2-3F-01
3,h,-89.64864865,-90,5180,37,AP-C-1F-01
3,h,-88.42857143,-89,5180,49,AP-C-2F-01
3,h,-79.77777778,-80,5180,63,AP-C-2F-02
3,h,-71.24050633,-72,5180,79,AP-C-3F-02
3,h,-56.95,-56,5180,100,AP-C-3F-03
3,h,-71.41935484,-71,5180,93,AP-C-3F-04
3,h,-84.72972973,-85,5180,37,AP-C-4F-03
3,i,-69.88888889,-70,2437,63,AP-C-1F-01
3,i,-78.25,-78,2437,28,AP-C-2F-01
3,i,-60.38461538,-60,2437,91,AP-C-2F-02
3,i,-83,-83,2437,7,AP-C-3F-01
3,i,-66.67241379,-67,2437,58,AP-C-3F-02
3,i,-57.31,-57,2437,100,AP-C-3F-03
3,i,-47.39,-47,2437,100,AP-C-3F-04
3,i,-74.16666667,-73,2437,42,AP-C-4F-02
3,i,-68.57142857,-68,2437,49,AP-C-4F-03
3,i,-67.7311828,-68,2437,93,AP-C-4F-04
3,i,-84.5,-84.5,2437,14,AP-C-5F-03
3,i,-83,-83,2437,7,AP-C-5F-04
3,i,-89.26582278,-89,5180,79,AP-C-1F-01
3,i,-92,-92,5180,7,AP-C-2F-01
3,i,-79.38636364,-80,5180,44,AP-C-2F-02
3,i,-74.88888889,-74,5180,72,AP-C-3F-02
3,i,-65.19,-65,5180,100,AP-C-3F-03
3,i,-66.94186047,-67,5180,86,AP-C-3F-04
3,i,-86.46153846,-87,5180,91,AP-C-4F-03
3,i,-85.88235294,-86,5180,51,AP-C-4F-04
3,j,-75.04545455,-76,2437,22,AP-C-1F-01
3,j,-78.08695652,-78,2437,23,AP-C-2F-01
3,j,-51.83544304,-51,2437,79,AP-C-2F-02
3,j,-79.06666667,-80,2437,15,AP-C-3F-01
3,j,-74.37209302,-76,2437,43,AP-C-3F-02
3,j,-66.91397849,-68,2437,93,AP-C-3F-03
3,j,-47.35,-47.5,2437,100,AP-C-3F-04
3,j,-82.04545455,-82,2437,22,AP-C-4F-02
3,j,-69.875,-69.5,2437,72,AP-C-4F-03
3,j,-63.65,-63,2437,100,AP-C-4F-04
3,j,-81.04,-81,2437,50,AP-C-5F-04
3,j,-83,-83,2437,7,AP-C2-3F-01
3,j,-90,-90,5180,7,AP-C-2F-01
3,j,-71.07526882,-71,5180,93,AP-C-2F-02
3,j,-76.59459459,-74,5180,37,AP-C-3F-02
3,j,-70.90769231,-70,5180,65,AP-C-3F-03
3,j,-67.39,-67,5180,100,AP-C-3F-04
3,j,-83.5,-83.5,5180,28,AP-C-4F-04
3,k,-80.6,-80,2437,35,AP-C-1F-01
3,k,-79.63636364,-79,2437,44,AP-C-2F-01
3,k,-47.70833333,-48,2437,72,AP-C-2F-02
3,k,-80,-80,2437,7,AP-C-3F-01
3,k,-76.375,-75,2437,56,AP-C-3F-02
3,k,-64.23255814,-64,2437,86,AP-C-3F-03
3,k,-49.49,-51,2437,100,AP-C-3F-04
3,k,-85,-85,2437,7,AP-C-4F-02
3,k,-80.27272727,-80,2437,44,AP-C-4F-03
3,k,-58.44,-59,2437,100,AP-C-4F-04
3,k,-78,-78,2437,14,AP-C-5F-04
3,k,-88.26086957,-88,2437,23,AP-C-6F-04
3,k,-87,-87,2437,7,AP-C2-3F-01
3,k,-86,-86,2437,9,AP-C-4F-01
3,k,-70.09,-70,5180,100,AP-C-2F-02
3,k,-74.16666667,-75,5180,84,AP-C-3F-02
3,k,-71.80645161,-72,5180,93,AP-C-3F-03
3,k,-62.99,-63,5180,100,AP-C-3F-04
3,k,-92,-92,5180,7,AP-C-4F-03
3,k,-74.50537634,-74,5180,93,AP-C-4F-04
3,l,-81.4,-81,2437,35,AP-C-1F-01
3,l,-86.3125,-85,2437,32,AP-C-2F-01
3,l,-61.97849462,-62,2437,93,AP-C-2F-02
3,l,-67.96923077,-68,2437,65,AP-C-3F-01
3,l,-71.91139241,-72,2437,79,AP-C-3F-02
3,l,-61.2688172,-60,2437,93,AP-C-3F-03
3,l,-38.79,-38,2437,100,AP-C-3F-04
3,l,-86,-86,2437,14,AP-C-4F-02
3,l,-82.84210526,-81,2437,19,AP-C-4F-03
3,l,-62.7,-63,2437,100,AP-C-4F-04
3,l,-75.5625,-75,2437,32,AP-C-5F-04
3,l,-88,-88,2437,14,AP-C-4F-01
3,l,-82.18666667,-82,5180,75,AP-C-2F-02
3,l,-86.83333333,-88,5180,18,AP-C-3F-01
3,l,-77.79746835,-77,5180,79,AP-C-3F-02
3,l,-78.98734177,-78,5180,79,AP-C-3F-03
3,l,-51.19,-51,5180,100,AP-C-3F-04
3,l,-73.52688172,-73,5180,93,AP-C-4F-04
3,m,-67.48837209,-67,2437,86,AP-C-2F-02
3,m,-66.45454545,-67,2437,77,AP-C-3F-01
3,m,-71.79310345,-73,2437,58,AP-C-3F-02
3,m,-75.37974684,-74,2437,79,AP-C-3F-03
3,m,-43.38,-42,2437,100,AP-C-3F-04
3,m,-87,-87,2437,16,AP-C-4F-02
3,m,-77.66666667,-77,2437,21,AP-C-4F-03
3,m,-61.59139785,-62,2437,93,AP-C-4F-04
3,m,-84.16666667,-85,2437,42,AP-C-5F-04
3,m,-80.66666667,-81,2437,21,AP-C2-3F-01
3,m,-85,-85,2437,7,AP-C-4F-01
3,m,-86.89230769,-87,5180,65,AP-C-2F-02
3,m,-84.77777778,-84,5180,72,AP-C-3F-01
3,m,-82.125,-82.5,5180,56,AP-C-3F-02
3,m,-76.72727273,-76,5180,77,AP-C-3F-03
3,m,-56.72043011,-57,5180,93,AP-C-3F-04
3,m,-77.125,-77,5180,56,AP-C-4F-04
3,m,-90.5,-90.5,5180,42,AP-C2-3F-01
3,n,-71.3442623,-69,2437,61,AP-C-2F-02
3,n,-72.64583333,-72,2437,96,AP-C-3F-01
3,n,-79.175,-79,2437,40,AP-C-3F-02
3,n,-76.5,-77.5,2437,42,AP-C-3F-03
3,n,-45.26,-45,2437,100,AP-C-3F-04
3,n,-92,-92,2437,7,AP-C-4F-02
3,n,-84.63636364,-85,2437,11,AP-C-4F-03
3,n,-67.24731183,-67,2437,93,AP-C-4F-04
3,n,-80.31944444,-80,2437,72,AP-C-5F-04
3,n,-81.75,-81.5,2437,28,AP-C2-3F-01
3,n,-90.83333333,-91,5180,72,AP-C-2F-02
3,n,-82.06666667,-82,5180,60,AP-C-3F-01
3,n,-80.90277778,-81,5180,72,AP-C-3F-02
3,n,-80.66666667,-81,5180,6,AP-C-3F-03
3,n,-69.38961039,-70,5180,77,AP-C-3F-04
3,n,-85.01162791,-85,5180,86,AP-C-4F-04
3,n,-90.2962963,-90,5180,54,AP-C2-3F-01
3,o,-84.5,-84.5,2437,14,AP-C-2F-01
3,o,-81.57142857,-81,2437,49,AP-C-2F-02
3,o,-61.69,-62,2437,100,AP-C-3F-01
3,o,-66.47,-66,2437,100,AP-C-3F-02
3,o,-69.91,-69,2437,100,AP-C-3F-03
3,o,-55.99,-56,2437,100,AP-C-3F-04
3,o,-85.5,-85.5,2437,42,AP-C-4F-02
