Floor,Location index,AVE (dBm),MED (dBm),Center Freq(MHz),Counts (/100),AP_name
4,r,-86.5,-87,2437,42,AP-C-3F-03
4,r,-77.75862069,-78,2437,58,AP-C-3F-04
4,r,-83.83333333,-83.5,2437,42,AP-C-4F-02
4,r,-79.52307692,-81,2437,65,AP-C-4F-03
4,r,-60.05,-60,2437,100,AP-C-4F-04
4,r,-85.5625,-86,2437,16,AP-C-5F-01
4,r,-85,-85,2437,7,AP-C-5F-03
4,r,-71.07526882,-71,2437,93,AP-C-5F-04
4,r,-82.125,-82.5,2437,56,AP-C2-3F-01
4,r,-87,-87,2437,7,AP-C2-3F-02
4,r,-75.15384615,-76,2437,65,AP-C2-4F-01
4,r,-81.3,-81.5,2437,70,AP-C2-4F-02
4,r,-79.86666667,-82,2437,30,AP-C2-4F-03
4,r,-86,-86,2437,14,AP-C2-5F-01
4,r,-70.92405063,-72,2437,79,AP-C-4F-01
4,r,-89.66666667,-91,5180,21,AP-C-3F-04
4,r,-76.81818182,-78,5180,77,AP-C-4F-02
4,r,-84.81034483,-84,5180,58,AP-C-4F-03
4,r,-63.89,-64,5180,100,AP-C-4F-04
4,r,-85.13846154,-85,5180,65,AP-C-5F-04
4,r,-89.17241379,-89,5180,58,AP-C2-3F-01
4,r,-80.87931034,-81,5180,58,AP-C2-4F-01
4,r,-77.29824561,-76,5180,57,AP-C2-4F-02
4,s,-87.5,-87.5,2437,14,AP-C-3F-01
4,s,-89,-89,2437,7,AP-C-3F-04
4,s,-85.4375,-85,2437,16,AP-C-4F-03
4,s,-83.66666667,-85,2437,21,AP-C-4F-04
4,s,-85.8,-86,2437,35,AP-C-5F-01
4,s,-81.66666667,-82,2437,21,AP-C-5F-04
4,s,-84.86111111,-86,2437,72,AP-C2-3F-01
4,s,-84,-84,2437,7,AP-C2-3F-02
4,s,-70.32758621,-71,2437,58,AP-C2-4F-01
4,s,-68.24731183,-68,2437,93,AP-C2-4F-02
4,s,-79.04615385,-80,2437,65,AP-C2-4F-03
4,s,-84.5,-86,2437,42,AP-C2-5F-01
4,s,-81.13636364,-81,2437,44,AP-C2-5F-02
4,s,-76.97222222,-77,2437,72,AP-C-4F-01
4,s,-86.06666667,-87,5180,30,AP-C-4F-04
4,s,-72.12121212,-71,5180,33,AP-C2-4F-01
4,s,-82.7311828,-83,5180,93,AP-C2-4F-02
4,s,-83.16129032,-84,5180,93,AP-C2-4F-03
4,t,-83.4,-84,2437,35,AP-C-3F-01
4,t,-80.2,-80,2437,35,AP-C-4F-04
4,t,-73.19,-73,2437,100,AP-C2-3F-01
4,t,-86,-86,2437,7,AP-C2-3F-03
4,t,-66.41,-66,2437,100,AP-C2-4F-01
4,t,-63.48,-64,2437,100,AP-C2-4F-02
4,t,-70.41666667,-70.5,2437,84,AP-C2-4F-03
4,t,-82.22222222,-82,2437,63,AP-C2-5F-01
4,t,-82.21568627,-82,2437,51,AP-C2-5F-02
4,t,-84.5,-84.5,2437,14,AP-C2-6F-01
4,t,-79.33333333,-80,2437,21,AP-C-4F-01
4,t,-90,-90,5180,7,AP-C-4F-04
4,t,-90.10526316,-90,5180,38,AP-C2-3F-01
4,t,-70.18181818,-70,5180,33,AP-C2-4F-01
4,t,-79.33333333,-80,5180,72,AP-C2-4F-02
4,t,-73.62365591,-73,5180,93,AP-C2-4F-03
4,t,-87,-87,5180,7,AP-C-4F-01
4,u,-85,-85,2437,14,AP-C-3F-01
4,u,-83,-83,2437,30,AP-C-5F-01
4,u,-83.35294118,-83,2437,51,AP-C2-2F-01
4,u,-69.11827957,-69,2437,93,AP-C2-3F-01
4,u,-64.79,-64,2437,100,AP-C2-4F-01
4,u,-74.74,-76,2437,100,AP-C2-4F-02
4,u,-75.47222222,-76,2437,72,AP-C2-4F-03
4,u,-72.59139785,-72,2437,93,AP-C2-5F-01
4,u,-78.6,-78,2437,35,AP-C2-5F-02
4,u,-78.33333333,-78,2437,63,AP-C-4F-01
4,u,-90.5,-90.5,5180,42,AP-C-4F-04
4,u,-87.8,-87,5180,35,AP-C2-3F-01
4,u,-74.56989247,-74,5180,93,AP-C2-4F-01
4,u,-79.27848101,-79,5180,79,AP-C2-4F-02
4,u,-74.7311828,-74,5180,93,AP-C2-4F-03
4,u,-89.4,-90,5180,35,AP-C2-5F-01
4,v,-80,-80,2437,35,AP-C2-2F-01
4,v,-87,-87,2437,7,AP-C2-2F-02
4,v,-66.70967742,-67,2437,93,AP-C2-3F-01
4,v,-83.66666667,-83,2437,21,AP-C2-3F-02
4,v,-69.57,-68,2437,100,AP-C2-4F-01
4,v,-70.74193548,-70,2437,93,AP-C2-4F-02
4,v,-77,-77,2437,14,AP-C2-4F-03
4,v,-70.62962963,-71,2437,27,AP-C2-5F-01
4,v,-75.2173913,-75,2437,23,AP-C2-5F-02
4,v,-76.25714286,-77,2437,35,AP-C-4F-01
4,v,-95,-95,5180,7,AP-C-4F-04
4,v,-78,-78,5180,28,AP-C2-3F-01
4,v,-74.47674419,-75,5180,86,AP-C2-4F-01
4,v,-76.7311828,-77,5180,93,AP-C2-4F-02
4,v,-76.75,-77,5180,28,AP-C2-4F-03
4,v,-90.58823529,-91,5180,51,AP-C2-5F-01
4,v,-90.75,-90.5,5180,28,AP-C2-5F-02
4,v,-90.66666667,-90,5180,21,AP-C-4F-01
4,w,-81,-81,2437,7,AP-C-3F-01
4,w,-80,-80,2437,7,AP-C2-2F-01
4,w,-57.46,-57,2437,100,AP-C2-3F-01
4,w,-81,-81,2437,14,AP-C2-3F-02
4,w,-63.52,-63,2437,100,AP-C2-4F-01
4,w,-76.2688172,-76,2437,93,AP-C2-4F-02
4,w,-79,-78,2437,21,AP-C2-4F-03
4,w,-70.90909091,-70,2437,77,AP-C2-5F-01
4,w,-79.5,-79.5,2437,14,AP-C2-5F-02
4,w,-80,-80,2437,7,AP-C2-6F-01
4,w,-70.56363636,-72,2437,55,AP-C-4F-01
4,w,-76.27272727,-76,5180,11,AP-C2-3F-01
4,w,-91,-91,5180,44,AP-C2-3F-02
4,w,-66.42,-66,5180,100,AP-C2-4F-01
4,w,-80.58461538,-80,5180,65,AP-C2-4F-02
4,w,-75.13953488,-75,5180,86,AP-C2-4F-03
4,w,-88,-88,5180,14,AP-C2-5F-01
4,x,-87,-87,2437,7,AP-C-3F-01
4,x,-74.71428571,-74,2437,49,AP-C2-2F-01
4,x,-87,-87,2437,7,AP-C2-2F-02
4,x,-58.86046512,-60,2437,86,AP-C2-3F-01
4,x,-76.75,-76,2437,44,AP-C2-3F-02
4,x,-55.84,-55,2437,100,AP-C2-4F-01
4,x,-64.25,-65,2437,72,AP-C2-4F-02
4,x,-68.11111111,-68,2437,72,AP-C2-4F-03
4,x,-77.03797468,-77,2437,79,AP-C2-5F-01
4,x,-77.56818182,-78,2437,44,AP-C2-5F-02
4,x,-81.625,-81,2437,8,AP-C2-6F-01
4,x,-76.33333333,-77.5,2437,42,AP-C-4F-01
4,x,-92.2,-92,5180,35,AP-C2-2F-01
4,x,-72.82,-73,5180,100,AP-C2-3F-01
4,x,-90.5,-90.5,5180,14,AP-C2-3F-02
4,x,-65.17,-65,5180,100,AP-C2-4F-01
4,x,-72.58227848,-72,5180,79,AP-C2-4F-02
4,x,-76.97297297,-77,5180,37,AP-C2-4F-03
4,x,-85.56756757,-86,5180,37,AP-C2-5F-01
4,x,-90.96078431,-91,5180,51,AP-C2-5F-02
4,y,-74.0625,-74,2437,32,AP-C2-2F-01
4,y,-59.6344086,-60,2437,93,AP-C2-3F-01
4,y,-80.25,-80.5,2437,28,AP-C2-3F-02
4,y,-88,-88,2437,5,AP-C2-3F-03
4,y,-55.65,-56,2437,100,AP-C2-4F-01
4,y,-63.48,-62,2437,100,AP-C2-4F-02
4,y,-62.95454545,-62,2437,88,AP-C2-4F-03
4,y,-67.33,-68,2437,100,AP-C2-5F-01
4,y,-77.40740741,-77,2437,54,AP-C2-5F-02
4,y,-71.34177215,-71,2437,79,AP-C2-6F-01
4,y,-83.5,-83.5,2437,28,AP-C2-6F-02
4,y,-76.08333333,-79,2437,12,AP-C-4F-01
4,y,-90.56,-90,5180,25,AP-C2-2F-01
4,y,-72.64516129,-73,5180,93,AP-C2-3F-01
4,y,-92,-92,5180,14,AP-C2-3F-02
4,y,-64.57,-65,5180,100,AP-C2-4F-01
4,y,-72.83544304,-72,5180,79,AP-C2-4F-02
4,y,-71.17,-71,5180,100,AP-C2-4F-03
4,y,-88.66666667,-89,5180,42,AP-C2-5F-02
4,y,-91,-91,5180,7,AP-C3-4F-02
4,z,-67.88607595,-68,2437,79,AP-C2-2F-01
4,z,-84,-84,2437,7,AP-C2-2F-02
4,z,-50.11,-50,2437,100,AP-C2-3F-01
4,z,-68.76923077,-68,2437,91,AP-C2-3F-02
4,z,-79.5,-79.5,2437,14,AP-C2-3F-03
4,z,-53.07,-53,2437,100,AP-C2-4F-01
4,z,-63.05813953,-61,2437,86,AP-C2-4F-02
4,z,-64.92307692,-64,2437,91,AP-C2-4F-03
4,z,-59.47,-59,2437,100,AP-C2-5F-01
4,z,-81.05882353,-81,2437,51,AP-C2-5F-02
4,z,-83,-83,2437,7,AP-C2-5F-03
4,z,-76.85714286,-78,2437,49,AP-C2-6F-01
4,z,-85,-85,2437,7,AP-C2-6F-02
4,z,-80.5,-80.5,2437,14,AP-C-4F-01
4,z,-90.5,-90,5180,42,AP-C2-2F-01
4,z,-69.4,-69,5180,100,AP-C2-3F-01
4,z,-88.625,-88,5180,56,AP-C2-3F-02
4,z,-67.09,-66,5180,100,AP-C2-4F-01
4,z,-72.34177215,-72,5180,79,AP-C2-4F-02
4,z,-72.35,-72,5180,100,AP-C2-4F-03
4,z,-84.5,-84.5,5180,14,AP-C2-5F-01
4,z,-92,-92,5180,14,AP-C2-5F-02
4,z,-90.3,-91,5180,30,AP-C3-4F-01
